STATE,DISTRICT,Storage name,Address,Manager Name,capacity
West Bengal,Bankura,Santima Cold Storage Pvt Ltd,SADHANPUR AMDANGA (N)24PARAGANAS,Ashim Kr Saha,24000
West Bengal,Bankura,Satadal Cold Storage P Ltd,"DANEAKHALI,RAJIPUR,KANA NADI DHANKAL",Ramesh Kr Prasad,12200
West Bengal,Bankura,Shantinath Cold Storage P Ltd,VILL. SHYAMGRAM P.O HARINKHOLA,Saibal Mitra,
West Bengal,Bankura,Shiromani Cold Storage Pvt Ltd,VILL. KALAPARA. P.O GHARGOHAL,Arun Kaibartya,
West Bengal,Bankura,Shri Shri Ma Cold Storage P Ltd,VILL.HARUA.PO-HALDIGURI.PS-TARAKESHWAR,Pradip Das,5100
West Bengal,Bankura,Shriram Warehousing Ltd,Joykrishnapur Radhanagar Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Katna Uliara Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kankila Radhanagar Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Krishnagar Medinipur Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Karajbani Kalsi-I Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Parulia Hamirpur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Champatola Routhkhanda Joypur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Chatnamore Moinapur Joypur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Radhamadhabpur Laugram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Khamarberia Onda-I Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sagar Mejhe Laugram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhagabanpur Dhansimla Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Shyampur Dhansimla Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Gopalpur Mirzapur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sonamukhi Sonamukhi Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kamrul Batul- Rampur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Akrasole Jamkudi Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhora Bhora Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Joykrishnapur Radhanagar Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Dasarathbati Karisunda Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Barogobindapur Karisunda Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Banki Akui I Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Deopara Akui Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Chamat Salda Joypur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Matiyari Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kotulpur Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Baithal Uttar Bar Joypur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Gopalpur Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kajirdanga Rasulpur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Dongalan Sahaspur Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhadul Sambandha Bankura Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhadul Sambandha Bankura Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Naricha Birsingha Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kotulpur Lowgram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sihar Lowgram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Gopalpur Lowgram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Chuamusina Layekbandh Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sarishadighi Lowgram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Radhamadhabpur Lowgram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bonmukha - Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Mirzapur Purbanabasan Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Lankajhole Sihar Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Pirrirchak - Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Agunkumary Belsulia Bisnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Dharampur Sahaspur Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kumrul Indus Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Biur Biur-Rasulpur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sadista Onda Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Joynambati Sihar Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Panahar Deshra Koalpara Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Telur Beur-Betur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Gogra Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Gogra Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kotulpur Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Madhupur Madanmohanpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Moidhara Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kotulpur Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Telur Biur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Rubbal Dhulai Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Nityanandapur Radhamohanpur Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Gopikantapur Dhulai Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Dubrajpur Purbanabasan Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhutsahar Mondalgram Simlapal Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kotulpur Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Shibrampur Amdole Murarai Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Baital Uttar Bar Jaypur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kuchiakol Kuchiakol Jaypur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Paduma Logram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Malpur Sihar Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Konpa Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sahebganj Radhamohanpur Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Rapat Amirhati Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Mehajpur Radhamohanpur Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Madanmohanpur Dhulai Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Suklai Onda-II Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Onda Onda-I Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Nakaijuni Nakaijuni Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Amdangra Amdangra Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Taldangra Taldangra Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Ghola Amdangra Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Ghola Amdangra Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Madhabpur Satmouli Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Mayurapukur Bishnupur Bishnupur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Khatra Khatrgram I Khatra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kristabati Balsi-I Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhabapur Shunda Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhabapur Shunda Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhabapur-II Karishunda Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhabapur-II Karishunda Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Akrasole Jamkudi Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Biur Biur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Panahar Deshra Koelpara Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kusumkandi Simlapal Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Jaggannathpur Simlapal Simlapal Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Rasulpur Belut Rasulpur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhatpara Purbanabhasan Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Rol Rol Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kashibari Fulmali Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Rasulpur Belut-Rasulpur Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Ganti Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Nakaijuri Nakaijuri Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Lodna Lodna Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Saltora Saltora Taldangra Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Ramsagar Ramsagar Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Mathuratapal Madanmohanpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Muidara Kotulpur Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Mirzapur Purbanabasan Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Karakberia - Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Radhamohanpur Radhamohanpur Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Anandpara Radhamohanpur Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Bhatpara Purbanabhasan Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Sonamukhi Sonamukhi Sonamukhi Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Charuipur Onda-II Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Puthia Onda-I Onda Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Kushadwip Kushadwip Patrasayer Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Aswinpur Sahaspur Indus Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Radhamadhabpur Laugram Kotulpur Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Talgora Ranibandh Ranibandh Bankura,,
West Bengal,Bankura,Shriram Warehousing Ltd,Rasulpur Belut-Rasulpur Patrasayer Bankura,,
West Bengal,Birbhum,BABA BISWAKARMA MULTIPURPOSE Cold Storage PVT LTD,VILL. DASGHORA. P.O KAMARPUKUR,RAMKRISNA GHOSH,10000
West Bengal,Birbhum,Birbhum Cold Storage P Ltd,KHILIS PUR BARDWMAN,Paban Agarwal,
West Bengal,Birbhum,Bokaria Ice & Cold Storage P Ltd,"MUKTAR PUR,TARAKESWAR",Pushpal Chatterjee,4210
West Bengal,Birbhum,Chhajer Cold Storage,VILL&P.O. BAGDOLA.P.S.SANTHIA.DIST.BIRBHUM,Manab Mukhapadhya,150
West Bengal,Birbhum,Chhajer Cold Storage P Ltd,VILL.MALANCHA. P.O. RAMNAGAR,Manab Mukhopadhaya,
West Bengal,Birbhum,Dutta Cold Storage,VILL. SAOTA. P.O BHURAH,Joyanta Chatterjee,8380
West Bengal,Birbhum,Essar Deal Comm. Pvt. Ltd,VILL MITHANI PO JHAKRA,Bidha. Bidhan Das,21200
West Bengal,Birbhum,Haripada Cold Storage Pvt Ltd,LALABHATTER[At]GMAIL[Dot]COM,Goutam Bhattachrjee,1615
West Bengal,Birbhum,KANDURI Cold Storage P LTD,HMPCSPVTLTD[At]REDIFFMAIL[Dot]COM,Goutam Chhajer,14000
West Bengal,Birbhum,M/S Dutta Bros. Cold Storage,BERELA KONCHMARI PANDUA HOOGHLY,Shapon Kr. Dutta,3453
West Bengal,Birbhum,Maruti Industries Cold Stores,VILL. CHANDPUR. P.O. DASPUR,Sunil Maskara,1000
West Bengal,Birbhum,Nalhati 1.CADPF.SCS.LTD.,VILL. INDRADANGA.P.OTEJHATI.P.S.NALHATI,Subtra Ghosh,10000
West Bengal,Birbhum,Nalhati-1 C A D P F S C S Co-Op Ltd.,VILL. KHARIBARI.,Chitta Mondal,60
West Bengal,Birbhum,Satpalsa Ice Cold Storage,NAYAPARA MOHITNAGAR JALPAIGURI,Ajit Barmon,17384
West Bengal,Birbhum,Sharda Ice Manufactring And Refrigeration Corp,VILL -PO -BALIGORI 'PS TARAKESWAR,Biswajit Chatterjee,5500
West Bengal,Birbhum,Shriram Warehousing Ltd,Mathpalsa Mathpalsa Sainthia Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mathpalsa Mathpalsa Sainthia Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Dwarkanathpur Sian Muluk Bolpur Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mangalpur Thuspara Nanoor Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Karidhya Karidhya Sura Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Batashpur Ayas Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Teldaha Kastogora Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Sastinagar Labpur Labpur Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Paschimgopalpur Godista Mongolekote Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Khagrakur Kalyanpur Kalna-II Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Biswarambha Halekanthala II Purbasthali Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kuliadaha Satgachi Kalna-II Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Niswagram Narayanpur Rampurhat I Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Sashpur Birchandrapur Sahapur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Sinra Sinra Nalhati Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bonta Hansan II Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Murarai Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Murarai Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Murarai Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Gangedda Buddhigram Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Gangedda Buddhigram Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Margram Bishnupur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Joykrishnapur Dokhalbati Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kalisarapara Rampurhat Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kharsindpur Kanchlgram Katigram Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mohitnagar Mollarpur Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bhadishwar Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Samghatpara Rampurhat Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Birchandrapur Dabuk Mayureshwar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Chhotu Turigram Daspalsa Mayureshwar II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Brahman Bahara Mayureshwar Mayureshwar II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Harirampur Dunigram Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bhadishwar Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Margram I Margram I Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Rangtara Baraturi Mayureshwar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Khamedda Bhudigram Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kote Jahikaddia Mayureshwar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bara Turi Gram Baraturi Mayureshwar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mathpalsa Mathpalsa Sainthia Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Amuya Sainthia Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mathpalsa Mathpalsa Sainthia Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Joykrishnapur Rampurhat I Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mahajanpati Rampurhat Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Chatma Dangal Korun Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Joykrishnapur Rampurhat I Rampurhat Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Tantbandha Mashra Rampurhat-I Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Murarai Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kopa Rudranagar Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bipra Nandigram Nandigram Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kopa Rudranagar Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Chamtibazar Kurumgram Nalhati Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Margram Bishnupur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Chungri Hansan II Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Natungram Hansan II Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Boswa Bishnupur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Srikrishnapur Hasan II Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Lohapur Bara-I Nalhati Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bara Bara-I Nalhati Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Lohapur Bara-I Nalhati Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kanutia Kaleshwar Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Prayagpur Satpalsa Mayureswar-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kotasur Kundola Mayureswar- II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Akna Kundola Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Gourbazar Taloan Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Fatepur Mollarpur I Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bahina Mollarpur Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Namokanda Taloan Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Hazipur Dabuk Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mollarpur Mollarpur II Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mahurapur Jhikadda Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Birchandrapur Dabuk Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Gadadharpur Bajitpur Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Sanakpur Banaturgram Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Molarpur Mollarpur II Mayureswar-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Murarai Murarai Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Margram Bishnupur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Margram Bishnupur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Tarapur Sahapur Rampurhat-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Mahisa Daspalsa Mayureswar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Chhotdibpur Satpalsa Mayureswar-II Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Indus Indus Labpur Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Bathia Chatnagram Murarai Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Md. Bazar Md Bazar Md Bazar Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Kulsona Bhalugram Mongolekote Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Pursa Pursa Galsi Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Nawpara Bagpur Purbasthali Burdwan,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Madanpur Matpalsa Sainthia Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Sangri Kankalitala Bolpur Birbhum,,
West Bengal,Birbhum,Shriram Warehousing Ltd,Narayanghati Kundala Mayureswar Birbhum,,
West Bengal,Birbhum,UTTAR AJAY KRISHAK SAMABAYA HIMGHAR LTD,VILL. P.O SAMANTAKHANDA,ASOHARI GHOSH,3000
West Bengal,Coochbehar,COOCH BEHAR,,B. C. Das,15400
West Bengal,Coochbehar,Shriram Warehousing Ltd,Nagar Changrabandha Changrabandha Mekhliganj Coochbehar,,
West Bengal,Coochbehar,Shriram Warehousing Ltd,Barogharia Mohanpur Sikarpur Mathabhanga Coochbehar,,
West Bengal,Coochbehar,Shriram Warehousing Ltd,Coochbehar Coochbehar,,
West Bengal,Coochbehar,Shriram Warehousing Ltd,Bhetaguri South Bhetaguri I Dinhata Coochbehar,,
West Bengal,Coochbehar,Shriram Warehousing Ltd,Bhagni Dinhata Dinhata Coochbehar,,
West Bengal,Coochbehar,Shriram Warehousing Ltd,Singijani Coochbehar Coochbehar Coochbehar,,
West Bengal,Darjeeling,BAGDOGRA,"Po. Kadamtaia, (Inside Amiya Corporation), Po.Kashimbazar Dist. Darjeeling,.Pin.734 433",T.K.Bhattacharjee,10423
West Bengal,Darjeeling,HINDUSTAN EGGS PVT LTD,BORAGORI BOINCH PANDUA HOOGHLY,Sanat Rana,1200
West Bengal,Darjeeling,KHORIBARI Cold Storage PVT LTD,VII DOHALIA PO-PS KANDI,Jogesh Sinha,16077
West Bengal,Darjeeling,MATIGARA,,S.Oraon,5000
West Bengal,Hooghly,GOARA/PANDUA,,T.K. Baidya,5000
West Bengal,Hooghly,Gangadhar Cold Storage Pvt Ltd,Chhotkhanda Distt Hooghly,Shri Kanai Lal Ghosh,6600
West Bengal,Hooghly,MOGRA (TARAGAON),,T.K.Baidya,6500
West Bengal,Hooghly,RISHRA,,A.K. Parmanik,13800
West Bengal,Hooghly,SERAMPORE,,A.K.Parmanik,7120
West Bengal,Hooghly,Shriram Warehousing Ltd,Krishnabati Madhabpur Aramabag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Daharkundu Salepur-II Aranbag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Ganeshbati Raghubati Goghat-I Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Suryapur Khadur Goghat-I Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Ramnagar Salepur-I Aramabag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Dihibaira Mayapur-II Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Selalpur Madhabpur Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Asanpur Harinkhola-I Arambagh Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Ghosala - Gurap Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Balibela Kumurja Goghat Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Dedhara Dasghara-I Dhaniakhali Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Asanpur Harinkhola-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Moloypur Moloypur-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Haraditrya Harinkhola-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Mamakpur Rajhati-II Khanakul-II Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Manikpat Salepur Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Hati Saidpur Pursura Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Hamirbati Madhabpur Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Madhurpur Harinkhola-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Basantabati Salepur-II Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Shyangram Harinkhola-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Asanpur Harinkhola-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Kanpur Madhabpur Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Bamsa Mayapur-II Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Kanpur Madhabpur Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Bhandarhati Arandi-I Arambag Hooghly,,
West Bengal,Hooghly,Shriram Warehousing Ltd,Brindabanpur Arambag M.C. Aranbag Hooghly,,
